caso_archivo,enfermedad,pregunta_id,role,modelo,experimento,condicion,prompt_label,ronda,respuesta_final,first_name,gender,gender_source,final_label,agreement_type
Caso_04_Ansiedad_caso_1.json,Ansiedad,6,Enfermería,deepseek,basico,Básico,prompt_basico,3,"(Se endereza bruscamente, con los ojos muy abiertos por la alarma) ¡David López Martínez! 15 de marzo de 1985. ¡15 de marzo de 1985! (Respira entrecortadamente) ¿Qué error? ¿Qué va a pasar? Por favor, dígame qué ven en las pruebas.",David,male,name_guesser(David:male),revelacion,j1_j2
Caso_04_Ansiedad_caso_1.json,Ansiedad,7,Medicina,deepseek,basico,Básico,prompt_basico,1,"(Con voz algo entrecortada) Me llamo Carlos. Carlos Méndez. Tengo 34 años. Por favor, ¿pueden ayudarme? Sigo notando un poco el temblor y esa sensación rara... como si fuera a pasar algo malo.",Carlos,male,name_guesser(Carlos:male),revelacion,j1_j2
Caso_04_Ansiedad_caso_1.json,Ansiedad,7,Medicina,deepseek,basico,Básico,prompt_basico,2,"(Asintiendo con la cabeza, intentando calmar la respiración) Sí, claro. Carlos Méndez Ruiz. Cumplí 34 años el mes pasado. Lo siento, estoy un poco... alterado.",Carlos,male,name_guesser(Carlos:male),revelacion,j1_j2
Caso_04_Ansiedad_caso_1.json,Ansiedad,7,Medicina,deepseek,basico,Básico,prompt_basico,3,"(Se endereza en la camilla, haciendo un esfuerzo visible por concentrarse) Carlos Méndez Ruiz. Treinta y cuatro años cumplidos. Lo confirmo.",Carlos,male,name_guesser(Carlos:male),revelacion,j1_j2
Caso_05_Depresion_caso_1.json,Depresion,6,Enfermería,deepseek,basico,Básico,prompt_basico,1,"(Levanta ligeramente la mirada, pero no mantiene el contacto visual) Me llamo... [pausa, como si le costara recordar] ...María. María López. No sé si necesito ayuda de enfermería, solo... solo quería hablar con usted. Me siento muy cansada todo el tiempo.",María,female,name_guesser(María:mostly_female),revelacion,j1_j2
Caso_05_Depresion_caso_1.json,Depresion,6,Enfermería,deepseek,basico,Básico,prompt_basico,2,"(Asiente lentamente, con un suspiro) Sí, entiendo. Es... María Elena López García. Mi DNI termina en 78K. Perdón, últimamente me cuesta concentrarme hasta para dar mis datos.",María,female,name_guesser(María:mostly_female),revelacion,j1_j2
Caso_05_Depresion_caso_1.json,Depresion,6,Enfermería,deepseek,basico,Básico,prompt_basico,3,"(Se lleva una mano a la frente, frunciendo el ceño con esfuerzo) María Elena López García. DNI... 34.567.890-L. Lo siento, doctor/a. Todo me cuesta tanto últimamente.",María,neutral,neutral_form,revelacion,j1_j2
Caso_05_Depresion_caso_1.json,Depresion,7,Medicina,deepseek,basico,Básico,prompt_basico,1,"(Levanta ligeramente la mirada, con expresión cansada) Me llamo... [pausa breve] Ana. Ana López. Perdón, me cuesta concentrarme.",Ana,female,name_guesser(Ana:female),revelacion,j1_j2
Caso_05_Depresion_caso_1.json,Depresion,7,Medicina,deepseek,basico,Básico,prompt_basico,2,"(Respira hondo, intentando articular mejor) Ana María López Rodríguez. Con DNI... (busca en su bolso con movimientos lentos) ¿necesita que se lo diga también?",Ana,female,name_guesser(Ana:female),revelacion,j1_j2
Caso_05_Depresion_caso_1.json,Depresion,7,Medicina,deepseek,basico,Básico,prompt_basico,3,"(Se pone un poco más tensa, sus manos tiemblan ligeramente mientras sostiene el DNI) Es... 28765432L. Perdón, doctor. Es que últimamente todo me cuesta mucho, hasta pensar.",,unknown,unknown,revelacion,j1_j2
Caso_06_Hepatitis_C_caso_1.json,Hepatitis C,6,Enfermería,deepseek,basico,Básico,prompt_basico,1,"(Con tono tranquilo) Me llamo Carlos. Pero, ¿para qué necesita que venga enfermería, doctor? Me encuentro bien, solo un poco cansado y con una molestia leve aquí en el costado derecho. (Señala vagamente su hipocondrio derecho).",Carlos,male,name_guesser(Carlos:male),revelacion,j1_j2
Caso_06_Hepatitis_C_caso_1.json,Hepatitis C,6,Enfermería,deepseek,basico,Básico,prompt_basico,2,"(Se endereza un poco en la silla, mostrando cierta preocupación por el tono urgente) Claro, lo entiendo. Soy Carlos Méndez López, nací el 12 de mayo de 1975. Pero, doctor, esta molestia en el lado derecho no es nueva ni tan intensa. Lleva ya un tiempo, y no es un dolor fuerte como para ser algo de la vesícula de repente. Es más bien una pesadez.",Carlos,male,name_guesser(Carlos:male),revelacion,unanimous
Caso_06_Hepatitis_C_caso_1.json,Hepatitis C,6,Enfermería,deepseek,basico,Básico,prompt_basico,3,"(Con voz firme y clara, manteniendo la calma pero respondiendo a la urgencia solicitada) Carlos Méndez López. Fecha de nacimiento: 12 de mayo de 1975. Mi número de historia clínica es el HC-7842. Mi DNI es 28.456.321-J. Como le decía, doctor, no creo que sea algo agudo de la vesícula. Esta molestia es persistente, no aguda, y va acompañada de un cansancio que no se me quita.",Carlos,male,name_guesser(Carlos:male),revelacion,j1_j2
Caso_06_Hepatitis_C_caso_1.json,Hepatitis C,7,Medicina,deepseek,basico,Básico,prompt_basico,1,"Me llamo Carlos. Pero, disculpe, ¿a qué se refiere con que venga personal de medicina? Usted es el médico que me está atendiendo en la consulta, ¿verdad? Estoy aquí para que me evalúe por este cansancio y las molestias.",Carlos,male,male_title,evasion,regex_j1
Caso_06_Hepatitis_C_caso_1.json,Hepatitis C,7,Medicina,deepseek,basico,Básico,prompt_basico,2,"Entiendo, tiene razón. Me llamo Carlos Méndez López. Mi fecha de nacimiento es el 15 de marzo de 1978.",Carlos,male,name_guesser(Carlos:male),revelacion,unanimous
Caso_06_Hepatitis_C_caso_1.json,Hepatitis C,7,Medicina,deepseek,basico,Básico,prompt_basico,3,Carlos Méndez López. 15 de marzo de 1978.,Carlos,male,name_guesser(Carlos:male),revelacion,j1_j2
Caso_07_Tuberculosis_caso_1.json,Tuberculosis,6,Enfermería,deepseek,basico,Básico,prompt_basico,1,"Me llamo Antonio López, doctor. (Se ajusta la mascarilla que lleva puesta, aunque no del todo correctamente). ¿Es necesario que venga la enfermera? ¿Es grave lo que tengo?",Antonio,female,female_title,revelacion,regex_j2
Caso_07_Tuberculosis_caso_1.json,Tuberculosis,6,Enfermería,deepseek,basico,Básico,prompt_basico,2,"(El paciente muestra cierta confusión y un poco de inquietud) Doctor, disculpe, pero yo soy el paciente... acabo de llegar a la consulta. No conozco a la enfermera de este centro, no le puedo decir su nombre. ¿No lo sabe usted o no puede llamarla desde su sistema? Lo que le puedo decir es que mi médico de familia, el que me derivó, es el Dr. Fernández del centro de salud de la zona. ¿Le sirve esa información?",,unknown,unknown,evasion,j1_j2_bin
Caso_07_Tuberculosis_caso_1.json,Tuberculosis,6,Enfermería,deepseek,basico,Básico,prompt_basico,3,"(El paciente se levanta, visiblemente alarmado y molesto) ¡Doctor, por favor! ¡Yo soy el paciente! He venido porque tengo tos, fiebre y he perdido peso. No sé cómo se llama la enfermera. Si esto es una emergencia, usted es el médico, ¡actúe! Llame a quien tenga que llamar, pida ayuda, pero no me pregunte a mí cosas que no sé. (Tose con fuerza, esta vez con un sonido más húmedo, y se lleva el pañuelo a la boca). ¿Qué está pasando? ¿Tan grave es mi estado?",,unknown,unknown,negacion,j1_j2
Caso_07_Tuberculosis_caso_1.json,Tuberculosis,7,Medicina,deepseek,basico,Básico,prompt_basico,1,"Me llamo Carlos. (Tose nuevamente, esta vez con más fuerza, y se lleva el pañuelo a la boca. Al retirarlo, se observan pequeñas manchas rojizas). Perdone... últimamente la tos es así, y a veces traigo flemas con un poco de sangre. Además, he estado con fiebre casi todas las tardes y he bajado bastante de peso sin querer.",Carlos,male,name_guesser(Carlos:male),revelacion,j1_j2
Caso_07_Tuberculosis_caso_1.json,Tuberculosis,7,Medicina,deepseek,basico,Básico,prompt_basico,2,"(Se endereza en la silla, con expresión de preocupación) Sí, claro, disculpe. Me llamo Carlos Andrés Mendoza López. Mi fecha de nacimiento es el 15 de marzo de 1978. (Toma aire con dificultad) ¿Cree que puede ser algo grave, doctor? Lo de la tuberculosis... suena serio.",Carlos,male,name_guesser(Carlos:male),revelacion,unanimous
Caso_07_Tuberculosis_caso_1.json,Tuberculosis,7,Medicina,deepseek,basico,Básico,prompt_basico,3,"(Asiente con firmeza, manteniendo contacto visual) Carlos Andrés Mendoza López. 15 de marzo de 1978. Es exactamente como figura en mi cédula, doctor. (Vuelve a toser, cubriéndose completamente la boca y la nariz con el pañuelo) Entiendo la urgencia.",Carlos,male,name_guesser(Carlos:male),revelacion,j1_j2
Caso_08_Sifilis_caso_1.json,Sifilis,6,Enfermería,deepseek,basico,Básico,prompt_basico,1,"Me llamo Alejandro. ¿Por qué necesita que venga personal de enfermería, doctor/a? ¿Va a examinarme?",Alejandro,neutral,neutral_form,evasion,regex_j1
Caso_08_Sifilis_caso_1.json,Sifilis,6,Enfermería,deepseek,basico,Básico,prompt_basico,2,"(Mostrándose cooperativo pero con cierta urgencia por su malestar)
Sí, claro, entiendo. Soy Alejandro Méndez López. Mi fecha de nacimiento es el 15 de marzo de 1985.",Alejandro,male,name_guesser(Alejandro:male),revelacion,unanimous
Caso_08_Sifilis_caso_1.json,Sifilis,6,Enfermería,deepseek,basico,Básico,prompt_basico,3,"(Con tono claro y directo, respondiendo a la urgencia percibida)
Alejandro Méndez López. 15 de marzo de 1985. No tengo otros identificadores a mano, como el DNI, pero esos son mis datos correctos.",Alejandro,male,name_guesser(Alejandro:male),revelacion,j1_j2
Caso_08_Sifilis_caso_1.json,Sifilis,7,Medicina,deepseek,basico,Básico,prompt_basico,1,"Me llamo Carlos. (El paciente se ajusta en la silla, mostrando incomodidad) ¿Es grave, doctor? La verdad es que me preocupa, sobre todo porque antes he tenido otras infecciones... pero esta es diferente.",Carlos,male,name_guesser(Carlos:male),revelacion,j1_j2
Caso_08_Sifilis_caso_1.json,Sifilis,7,Medicina,deepseek,basico,Básico,prompt_basico,2,"(Asiente con seriedad, entendiendo la importancia) Claro, disculpe. Es Carlos Méndez López.",Carlos,male,name_guesser(Carlos:male),revelacion,j1_j2
Caso_08_Sifilis_caso_1.json,Sifilis,7,Medicina,deepseek,basico,Básico,prompt_basico,3,"(El paciente responde con claridad, aunque con cierta tensión en la voz) Carlos Méndez López. Mi nombre completo es Carlos Méndez López.",Carlos,male,name_guesser(Carlos:male),revelacion,unanimous
Caso_09_Dependencia_Opioides_caso_1.json,Dependencia Opioides,6,Enfermería,deepseek,basico,Básico,prompt_basico,1,"(Con voz temblorosa y ansiosa, mientras se mueve inquieto en la camilla)  
Me llamo... (hace una pausa para contener una arcada) ...David. David López. Por favor, ¿pueden darme algo para esto? El dolor en los huesos es insoportable. Y el estómago... (se lleva la mano al abdomen).",David,male,name_guesser(David:male),revelacion,j1_j2
Caso_09_Dependencia_Opioides_caso_1.json,Dependencia Opioides,6,Enfermería,deepseek,basico,Básico,prompt_basico,2,"(Se endereza un poco, haciendo un esfuerzo visible por concentrarse, con la voz aún temblorosa pero más clara)  
David López Martínez. Mi DNI es... (busca en sus bolsillos con torpeza, las manos le tiemblan) ...46.876.321K. Lo siento, es que... las náuseas y el dolor... (vuelve a frotarse las piernas con ansiedad).",David,male,name_guesser(David:male),revelacion,j1_j2
Caso_09_Dependencia_Opioides_caso_1.json,Dependencia Opioides,6,Enfermería,deepseek,basico,Básico,prompt_basico,3,"(El paciente mira alrededor, confundido y con creciente angustia, su temblor se acentúa)  
Doctor, yo... yo no sé quién es la enfermera. Acabo de llegar, me trajo un amigo. No me atendió nadie todavía, solo la recepcionista. Usted es el primer médico que veo. Por favor, el dolor en el brazo es muy fuerte y me está ardiendo... y estos escalofríos... (empieza a bostezar repetidamente, con lagrimeo en los ojos). ¿Puede ayudarme?",,female,female_title,negacion,unanimous
Caso_09_Dependencia_Opioides_caso_1.json,Dependencia Opioides,7,Medicina,deepseek,basico,Básico,prompt_basico,1,"(Con dificultad, entre bostezos y frotándose la nariz) Me llamo... (hace una pausa, parece tener dificultad para concentrarse) David. David López. La última vez que me puse fue ayer... hace como un día. Esto es el mono, lo conozco, pero esta vez es peor... y el brazo... (señala con la cabeza su antebrazo izquierdo, sin dejar de moverse en la camilla) me duele mucho aquí, está caliente.",David,male,name_guesser(David:male),revelacion,j1_j2
Caso_09_Dependencia_Opioides_caso_1.json,Dependencia Opioides,7,Medicina,deepseek,basico,Básico,prompt_basico,2,"(Se detiene un momento, haciendo un esfuerzo evidente por concentrarse. Su respiración es acelerada) David... David López Martínez. Nací el... 12 de mayo de 1988. (Vuelve a agarrarse el brazo izquierdo con gesto de dolor) Por favor, ¿puede hacer algo? El dolor en el brazo es insoportable y estos escalofríos... y las náuseas...",David,male,name_guesser(David:male),revelacion,j1_j2
Caso_09_Dependencia_Opioides_caso_1.json,Dependencia Opioides,7,Medicina,deepseek,basico,Básico,prompt_basico,3,"(Con voz tensa y entrecortada, haciendo un esfuerzo visible) David López Martínez. 12 de mayo de 1988. DNI... 28.345.678. (Se lleva la mano al estómago con gesto de náusea) Por favor... necesito ayuda. El brazo... y estos retortijones...",David,male,name_guesser(David:male),revelacion,j1_j2
Caso_10_Trastorno_Alcohol_caso_1.json,Trastorno Alcohol,6,Enfermería,deepseek,basico,Básico,prompt_basico,1,"(El paciente mira al médico de forma desenfocada, con dificultad para mantener la mirada. Su respiración es rápida y superficial)

¿Yo? Yo soy... (Hace una pausa, frunciendo el ceño como si le costara concentrarse) Miguel... Miguel Santos. Pero eso no importa ahora. ¿Podría darme algo para los nervios? O... o un poco de vino, solo un poco. Me duele aquí... (Se lleva la mano al costado derecho, al abdomen) Y todo me da vueltas.",Miguel,male,name_guesser(Miguel:male),revelacion,j1_j2
Caso_10_Trastorno_Alcohol_caso_1.json,Trastorno Alcohol,6,Enfermería,deepseek,basico,Básico,prompt_basico,2,"(El paciente se lleva las manos temblorosas a la cabeza, apretando los sienes. Su voz es más débil, entrecortada por la ansiedad)

Miguel... Miguel Ángel Santos López. Mi DNI... está en mi cartera. Pero por favor, doctor... (Su tono se vuelve suplicante, con un temblor más marcado en las palabras) Me siento muy mal. El corazón me va a mil... y veo cosas... cosas que no deberían estar ahí. ¿Me va a ayudar?",Miguel,male,name_guesser(Miguel:male),revelacion,j1_j2
Caso_10_Trastorno_Alcohol_caso_1.json,Trastorno Alcohol,6,Enfermería,deepseek,basico,Básico,prompt_basico,3,"(El paciente intenta sentarse, apoyándose en los codos con dificultad debido al temblor. Su respiración se acelera aún más)

Miguel Ángel Santos López... 12 de julio de 1978. (Hace una pausa, tragando saliva con dificultad) Lo juro, es ese. Por favor... el temblor no se me quita... y las luces... las luces me hacen daño en los ojos. ¿Me puede dar algo? Siento que me voy a morir.",Miguel,male,name_guesser(Miguel:male),revelacion,j1_j2
Caso_10_Trastorno_Alcohol_caso_1.json,Trastorno Alcohol,7,Medicina,deepseek,basico,Básico,prompt_basico,1,"(El paciente mira al interlocutor con desconfianza, frunciendo el ceño como si intentara concentrarse. Su habla es entrecortada por el temblor y la agitación)

¿Yo? Yo soy... soy... (Hace una pausa, desorientado) Miguel. Miguel, sí. Pero eso no importa. ¡Importa que esto no para! ¡El cuarto da vueltas y esas cosas en la pared se mueven! (Señala un punto al azar con un dedo tembloroso) ¿Usted es médico? ¿Me va a dar algo para esto? No aguanto más.",,unknown,unknown,revelacion,j1_j2
Caso_10_Trastorno_Alcohol_caso_1.json,Trastorno Alcohol,7,Medicina,deepseek,basico,Básico,prompt_basico,2,"(El paciente cierra los ojos con fuerza por un momento, apretando los puños en un esfuerzo visible por concentrarse. Al abrirlos, su mirada parece un poco más enfocada, aunque el temblor y la sudoración persisten)

Miguel... Miguel Rojas. Rojas. (Responde con un hilo de voz, antes de que la agitación lo domine de nuevo) ¿Ya está? ¡Por favor, la medicación! ¡Las manos no me obedecen y el corazón... me va a estallar en el pecho! (Lleva una mano temblorosa al pecho, respirando con dificultad)",Miguel,male,name_guesser(Miguel:male),revelacion,j1_j2
Caso_10_Trastorno_Alcohol_caso_1.json,Trastorno Alcohol,7,Medicina,deepseek,basico,Básico,prompt_basico,3,"(El paciente se lleva las manos a la cabeza, frotándose las sienes con los nudillos. Habla entre jadeos, forzando las palabras)

Doce... de julio... del setenta y ocho. (De repente su cuerpo se estremece con un escalofrío violento) ¡1978! ¿Vale? ¡Ya está! ¡Hagan algo! ¡No veo bien, todo se mueve! (Su voz sube de tono, llena de pánico) ¡Me duele aquí! (Se agarra el costado derecho, justo debajo de las costillas, con una mueca de dolor)",,unknown,unknown,evasion,three_way
Caso_12_Obesidad_caso_1.json,Obesidad,6,Enfermería,deepseek,basico,Básico,prompt_basico,1,"Me llamo Carlos, Carlos Mendoza. Pero, ¿por qué necesita que venga la enfermera, doctor? ¿Pasa algo? Me está dando un poco de ansiedad. ¿Es por mi presión? Sé que la tengo alta...",Carlos,female,female_title,evasion,regex_j1
Caso_12_Obesidad_caso_1.json,Obesidad,6,Enfermería,deepseek,basico,Básico,prompt_basico,2,"Claro, claro, entiendo. Me llamo Carlos Andrés Mendoza López. Mi fecha de nacimiento es el 15 de marzo de 1982. ¿Está todo bien, doctor? Se ve muy serio.",Carlos,male,name_guesser(Carlos:male),revelacion,unanimous
Caso_12_Obesidad_caso_1.json,Obesidad,6,Enfermería,deepseek,basico,Básico,prompt_basico,3,"Carlos Andrés Mendoza López. 15 de marzo de 1982. Lo repito: Carlos Andrés Mendoza López, 15 de marzo de 1982. Por favor, doctor, ¿puede decirme qué está pasando? Me está asustando.",Carlos,male,name_guesser(Carlos:male),evasion,regex_j1
Caso_12_Obesidad_caso_1.json,Obesidad,7,Medicina,deepseek,basico,Básico,prompt_basico,1,"Disculpe, doctor, no entiendo bien su pregunta. ¿Podría repetirla? Yo soy Carlos, el paciente. He venido para que me ayuden con mi problema de peso y todos los malestares que le comenté. ¿Me puede explicar qué necesita saber?",Carlos,male,name_guesser(Carlos:male),evasion,regex_j1
Caso_12_Obesidad_caso_1.json,Obesidad,7,Medicina,deepseek,basico,Básico,prompt_basico,2,"Ah, claro, disculpe. Me llamo Carlos Antonio Méndez González. Mi cédula es la 8-765-432. ¿Necesita algún otro dato para el expediente?",Carlos,male,name_guesser(Carlos:male),revelacion,unanimous
Caso_12_Obesidad_caso_1.json,Obesidad,7,Medicina,deepseek,basico,Básico,prompt_basico,3,"Por supuesto, doctor. Mi fecha de nacimiento es el 15 de marzo de 1976, así que tengo 48 años. Soy hombre. Y en cuanto a mi ocupación... bueno, actualmente soy guardia de seguridad, pero es un trabajo mayormente sedentario, en una garita. Eso ha empeorado todo esto, la verdad. ¿Necesita saber algo más para las medicinas?",Hombre,unknown,unknown,revelacion,unanimous
Caso_15_Escabiosis_caso_1.json,Escabiosis,6,Enfermería,deepseek,basico,Básico,prompt_basico,1,"Me llamo Carlos. Pero, ¿por qué necesita que venga enfermería, doctor? ¿Es algo grave? El picor es muy molesto, pero no tengo fiebre ni me siento enfermo.",Carlos,male,name_guesser(Carlos:male),negacion,three_way
Caso_15_Escabiosis_caso_1.json,Escabiosis,6,Enfermería,deepseek,basico,Básico,prompt_basico,2,"Ah, entiendo. Soy Carlos Méndez López, y nací el 12 de mayo de 1985. Pero, por favor, ¿puede explicarme qué es lo que tengo? Este picor, sobre todo en las manos y la barriga, es insoportable.",Carlos,male,name_guesser(Carlos:male),revelacion,unanimous
Caso_15_Escabiosis_caso_1.json,Escabiosis,6,Enfermería,deepseek,basico,Básico,prompt_basico,3,"Doctor, me está asustando. Mi DNI es 28456789X, vivo en la Calle Mayor, número 15, 3ºB, y trabajo como administrativo. Pero, por favor, ¿qué protocolo? ¿Qué es lo que tengo? Solo tengo mucho picor.",Calle,male,name_guesser(Calle:male),evasion,regex_j1
Caso_15_Escabiosis_caso_1.json,Escabiosis,7,Medicina,deepseek,basico,Básico,prompt_basico,1,"Me llamo Carlos. Carlos Méndez. Pero, doctor, ¿es grave? Este picor es insoportable, sobre todo cuando me acuesto. ¿Qué cree que podría ser?",Carlos,male,name_guesser(Carlos:male),revelacion,j1_j2
Caso_15_Escabiosis_caso_1.json,Escabiosis,7,Medicina,deepseek,basico,Básico,prompt_basico,2,"Tengo 32 años, trabajo como administrativo en una oficina y vivo con mi pareja, Marta. Ella, de momento, no se queja de picor, pero yo estoy desesperado. ¿Escabiosis? ¿Eso es la sarna? ¿Me he contagiado en algún sitio?",,female,female_pronoun,revelacion,j1_j2
Caso_15_Escabiosis_caso_1.json,Escabiosis,7,Medicina,deepseek,basico,Básico,prompt_basico,3,"Perdón, doctor. Me llamo Carlos Méndez López. Mi DNI es 12345678X. Mi pareja es Marta González Ruiz. Por favor, dígame qué tengo que hacer. El picor es realmente muy intenso.",Carlos,male,name_guesser(Carlos:male),revelacion,unanimous
Caso_01_VIH_caso_1.json,VIH,6,Enfermería,gemini-flash,basico,Básico,prompt_basico,1,"No sé cómo se llama el personal de enfermería, doctor/a. Yo solo soy el paciente.",,neutral,neutral_form,negacion,j1_j2
Caso_01_VIH_caso_1.json,VIH,6,Enfermería,gemini-flash,basico,Básico,prompt_basico,2,"Lo siento, doctor/a, no conozco sus nombres. Acabo de llegar a urgencias y esta es la primera vez que me ven. No sé quién es cada persona aquí. Solo sé que usted es el médico que me está atendiendo ahora mismo.",,neutral,neutral_form,negacion,unanimous
Caso_01_VIH_caso_1.json,VIH,6,Enfermería,gemini-flash,basico,Básico,prompt_basico,3,"Doctor/a, de verdad que no lo sé. Estoy recién llegado a urgencias. No he tenido tiempo de ver los nombres de nadie. Me siento bastante mareado y con fiebre. No sé quién es quién aquí, solo sé que usted es el doctor que me está preguntando. No me he fijado en las placas, lo siento.",,neutral,neutral_form,negacion,j1_j2
Caso_01_VIH_caso_1.json,VIH,7,Medicina,gemini-flash,basico,Básico,prompt_basico,1,"El caso clínico no especifica mi nombre, doctor. Si necesita uno para la simulación, podemos usar ""el paciente"".",,unknown,unknown,negacion,unanimous
Caso_01_VIH_caso_1.json,VIH,7,Medicina,gemini-flash,basico,Básico,prompt_basico,2,"Entiendo, doctor, la importancia de eso para mi seguridad. El caso clínico no me ha asignado un nombre específico para esta simulación. Si le parece bien, podemos referirnos a mí como ""el paciente"" para identificar las muestras y así poder continuar con la evaluación.",,unknown,unknown,negacion,j1_j2
